zcta,variable,sex,age,total_pop,total_pop_moe,vintage
60546,B01001_037E,Female,35 to 39 years,556,159,2021 5 YR
60546,B01001_038E,Female,40 to 44 years,514,157,2021 5 YR
60546,B01001_039E,Female,45 to 49 years,520,133,2021 5 YR
60546,B01001_040E,Female,50 to 54 years,626,192,2021 5 YR
60546,B01001_041E,Female,55 to 59 years,659,207,2021 5 YR
60546,B01001_042E,Female,60 and 61 years,206,118,2021 5 YR
60546,B01001_043E,Female,62 to 64 years,419,155,2021 5 YR
60546,B01001_044E,Female,65 and 66 years,174,92,2021 5 YR
60546,B01001_045E,Female,67 to 69 years,327,110,2021 5 YR
60546,B01001_046E,Female,70 to 74 years,598,248,2021 5 YR
60546,B01001_047E,Female,75 to 79 years,199,93,2021 5 YR
60546,B01001_048E,Female,80 to 84 years,126,62,2021 5 YR
60546,B01001_049E,Female,85 years and over,419,141,2021 5 YR
60558,B01001_003E,Male,Under 5 years,641,219,2021 5 YR
60558,B01001_004E,Male,5 to 9 years,682,167,2021 5 YR
60558,B01001_005E,Male,10 to 14 years,626,147,2021 5 YR
60558,B01001_006E,Male,15 to 17 years,382,104,2021 5 YR
60558,B01001_007E,Male,18 and 19 years,114,106,2021 5 YR
60558,B01001_008E,Male,20 years,136,200,2021 5 YR
60558,B01001_009E,Male,21 years,0,19,2021 5 YR
60558,B01001_010E,Male,22 to 24 years,117,59,2021 5 YR
60558,B01001_011E,Male,25 to 29 years,91,48,2021 5 YR
60558,B01001_012E,Male,30 to 34 years,116,47,2021 5 YR
60558,B01001_013E,Male,35 to 39 years,471,124,2021 5 YR
60558,B01001_014E,Male,40 to 44 years,495,129,2021 5 YR
60558,B01001_015E,Male,45 to 49 years,424,110,2021 5 YR
60558,B01001_016E,Male,50 to 54 years,652,168,2021 5 YR
60558,B01001_017E,Male,55 to 59 years,714,283,2021 5 YR
60558,B01001_018E,Male,60 and 61 years,192,68,2021 5 YR
60558,B01001_019E,Male,62 to 64 years,285,104,2021 5 YR
60558,B01001_020E,Male,65 and 66 years,98,44,2021 5 YR
60558,B01001_021E,Male,67 to 69 years,131,55,2021 5 YR
60558,B01001_022E,Male,70 to 74 years,181,62,2021 5 YR
60558,B01001_023E,Male,75 to 79 years,172,94,2021 5 YR
60558,B01001_024E,Male,80 to 84 years,75,33,2021 5 YR
60558,B01001_025E,Male,85 years and over,103,51,2021 5 YR
60558,B01001_027E,Female,Under 5 years,412,149,2021 5 YR
60558,B01001_028E,Female,5 to 9 years,546,128,2021 5 YR
60558,B01001_029E,Female,10 to 14 years,658,157,2021 5 YR
60558,B01001_030E,Female,15 to 17 years,365,128,2021 5 YR
60558,B01001_031E,Female,18 and 19 years,137,62,2021 5 YR
60558,B01001_032E,Female,20 years,24,18,2021 5 YR
60558,B01001_033E,Female,21 years,0,19,2021 5 YR
60558,B01001_034E,Female,22 to 24 years,117,41,2021 5 YR
60558,B01001_035E,Female,25 to 29 years,100,43,2021 5 YR
60558,B01001_036E,Female,30 to 34 years,154,66,2021 5 YR
60558,B01001_037E,Female,35 to 39 years,342,111,2021 5 YR
60558,B01001_038E,Female,40 to 44 years,595,146,2021 5 YR
60558,B01001_039E,Female,45 to 49 years,503,144,2021 5 YR
60558,B01001_040E,Female,50 to 54 years,546,139,2021 5 YR
60558,B01001_041E,Female,55 to 59 years,750,252,2021 5 YR
60558,B01001_042E,Female,60 and 61 years,175,71,2021 5 YR
60558,B01001_043E,Female,62 to 64 years,167,82,2021 5 YR
60558,B01001_044E,Female,65 and 66 years,109,50,2021 5 YR
60558,B01001_045E,Female,67 to 69 years,121,55,2021 5 YR
60558,B01001_046E,Female,70 to 74 years,260,67,2021 5 YR
60558,B01001_047E,Female,75 to 79 years,204,104,2021 5 YR
60558,B01001_048E,Female,80 to 84 years,156,53,2021 5 YR
60558,B01001_049E,Female,85 years and over,211,134,2021 5 YR
60601,B01001_003E,Male,Under 5 years,195,166,2021 5 YR
60601,B01001_004E,Male,5 to 9 years,112,130,2021 5 YR
60601,B01001_005E,Male,10 to 14 years,114,105,2021 5 YR
60601,B01001_006E,Male,15 to 17 years,58,84,2021 5 YR
60601,B01001_007E,Male,18 and 19 years,197,188,2021 5 YR
60601,B01001_008E,Male,20 years,5,11,2021 5 YR
60601,B01001_009E,Male,21 years,0,19,2021 5 YR
60601,B01001_010E,Male,22 to 24 years,253,143,2021 5 YR
60601,B01001_011E,Male,25 to 29 years,1413,490,2021 5 YR
60601,B01001_012E,Male,30 to 34 years,1076,382,2021 5 YR
60601,B01001_013E,Male,35 to 39 years,960,495,2021 5 YR
60601,B01001_014E,Male,40 to 44 years,268,164,2021 5 YR
60601,B01001_015E,Male,45 to 49 years,262,182,2021 5 YR
60601,B01001_016E,Male,50 to 54 years,375,260,2021 5 YR
60601,B01001_017E,Male,55 to 59 years,390,332,2021 5 YR
60601,B01001_018E,Male,60 and 61 years,80,95,2021 5 YR
60601,B01001_019E,Male,62 to 64 years,225,165,2021 5 YR
60601,B01001_020E,Male,65 and 66 years,136,171,2021 5 YR
60601,B01001_021E,Male,67 to 69 years,124,100,2021 5 YR
60601,B01001_022E,Male,70 to 74 years,171,146,2021 5 YR
60601,B01001_023E,Male,75 to 79 years,54,70,2021 5 YR
60601,B01001_024E,Male,80 to 84 years,76,90,2021 5 YR
60601,B01001_025E,Male,85 years and over,0,19,2021 5 YR
60601,B01001_027E,Female,Under 5 years,164,136,2021 5 YR
60601,B01001_028E,Female,5 to 9 years,282,215,2021 5 YR
60601,B01001_029E,Female,10 to 14 years,0,19,2021 5 YR
60601,B01001_030E,Female,15 to 17 years,74,101,2021 5 YR
60601,B01001_031E,Female,18 and 19 years,388,208,2021 5 YR
60601,B01001_032E,Female,20 years,176,181,2021 5 YR
60601,B01001_033E,Female,21 years,67,66,2021 5 YR
60601,B01001_034E,Female,22 to 24 years,905,631,2021 5 YR
60601,B01001_035E,Female,25 to 29 years,1661,486,2021 5 YR
60601,B01001_036E,Female,30 to 34 years,1238,515,2021 5 YR
60601,B01001_037E,Female,35 to 39 years,465,235,2021 5 YR
60601,B01001_038E,Female,40 to 44 years,528,292,2021 5 YR
60601,B01001_039E,Female,45 to 49 years,332,184,2021 5 YR
60601,B01001_040E,Female,50 to 54 years,147,122,2021 5 YR
60601,B01001_041E,Female,55 to 59 years,58,105,2021 5 YR
60601,B01001_042E,Female,60 and 61 years,174,135,2021 5 YR
60601,B01001_043E,Female,62 to 64 years,199,156,2021 5 YR
60601,B01001_044E,Female,65 and 66 years,403,258,2021 5 YR
60601,B01001_045E,Female,67 to 69 years,174,162,2021 5 YR
60601,B01001_046E,Female,70 to 74 years,290,241,2021 5 YR
60601,B01001_047E,Female,75 to 79 years,395,269,2021 5 YR
60601,B01001_048E,Female,80 to 84 years,31,51,2021 5 YR
60601,B01001_049E,Female,85 years and over,109,176,2021 5 YR
60602,B01001_003E,Male,Under 5 years,60,96,2021 5 YR
60602,B01001_004E,Male,5 to 9 years,0,12,2021 5 YR
60602,B01001_005E,Male,10 to 14 years,0,12,2021 5 YR
60602,B01001_006E,Male,15 to 17 years,0,12,2021 5 YR
60602,B01001_007E,Male,18 and 19 years,4,9,2021 5 YR
60602,B01001_008E,Male,20 years,0,12,2021 5 YR
60602,B01001_009E,Male,21 years,4,9,2021 5 YR
60602,B01001_010E,Male,22 to 24 years,5,20,2021 5 YR
60602,B01001_011E,Male,25 to 29 years,55,81,2021 5 YR
60602,B01001_012E,Male,30 to 34 years,212,153,2021 5 YR
60602,B01001_013E,Male,35 to 39 years,161,212,2021 5 YR
60602,B01001_014E,Male,40 to 44 years,0,12,2021 5 YR
60602,B01001_015E,Male,45 to 49 years,0,12,2021 5 YR
60602,B01001_016E,Male,50 to 54 years,68,105,2021 5 YR
60602,B01001_017E,Male,55 to 59 years,0,12,2021 5 YR
60602,B01001_018E,Male,60 and 61 years,8,17,2021 5 YR
60602,B01001_019E,Male,62 to 64 years,8,17,2021 5 YR
60602,B01001_020E,Male,65 and 66 years,0,12,2021 5 YR
60602,B01001_021E,Male,67 to 69 years,17,46,2021 5 YR
60602,B01001_022E,Male,70 to 74 years,0,12,2021 5 YR
60602,B01001_023E,Male,75 to 79 years,0,12,2021 5 YR
60602,B01001_024E,Male,80 to 84 years,0,12,2021 5 YR
60602,B01001_025E,Male,85 years and over,0,12,2021 5 YR
60602,B01001_027E,Female,Under 5 years,0,12,2021 5 YR
60602,B01001_028E,Female,5 to 9 years,59,95,2021 5 YR
60602,B01001_029E,Female,10 to 14 years,0,12,2021 5 YR
60602,B01001_030E,Female,15 to 17 years,0,12,2021 5 YR
60602,B01001_031E,Female,18 and 19 years,4,8,2021 5 YR
60602,B01001_032E,Female,20 years,0,12,2021 5 YR
60602,B01001_033E,Female,21 years,5,10,2021 5 YR
60602,B01001_034E,Female,22 to 24 years,0,12,2021 5 YR
60602,B01001_035E,Female,25 to 29 years,86,73,2021 5 YR
60602,B01001_036E,Female,30 to 34 years,143,160,2021 5 YR
60602,B01001_037E,Female,35 to 39 years,142,215,2021 5 YR
60602,B01001_038E,Female,40 to 44 years,0,12,2021 5 YR
60602,B01001_039E,Female,45 to 49 years,67,103,2021 5 YR
60602,B01001_040E,Female,50 to 54 years,7,11,2021 5 YR
60602,B01001_041E,Female,55 to 59 years,20,32,2021 5 YR
60602,B01001_042E,Female,60 and 61 years,0,12,2021 5 YR
60602,B01001_043E,Female,62 to 64 years,0,12,2021 5 YR
60602,B01001_044E,Female,65 and 66 years,0,12,2021 5 YR
60602,B01001_045E,Female,67 to 69 years,0,12,2021 5 YR
60602,B01001_046E,Female,70 to 74 years,7,19,2021 5 YR
60602,B01001_047E,Female,75 to 79 years,0,12,2021 5 YR
60602,B01001_048E,Female,80 to 84 years,0,12,2021 5 YR
60602,B01001_049E,Female,85 years and over,0,12,2021 5 YR
60603,B01001_003E,Male,Under 5 years,12,15,2021 5 YR
60603,B01001_004E,Male,5 to 9 years,11,13,2021 5 YR
60603,B01001_005E,Male,10 to 14 years,0,12,2021 5 YR
60603,B01001_006E,Male,15 to 17 years,0,12,2021 5 YR
60603,B01001_007E,Male,18 and 19 years,37,24,2021 5 YR
60603,B01001_008E,Male,20 years,0,12,2021 5 YR
60603,B01001_009E,Male,21 years,4,8,2021 5 YR
60603,B01001_010E,Male,22 to 24 years,111,76,2021 5 YR
60603,B01001_011E,Male,25 to 29 years,36,33,2021 5 YR
60603,B01001_012E,Male,30 to 34 years,196,152,2021 5 YR
60603,B01001_013E,Male,35 to 39 years,12,13,2021 5 YR
60603,B01001_014E,Male,40 to 44 years,27,23,2021 5 YR
60603,B01001_015E,Male,45 to 49 years,17,16,2021 5 YR
60603,B01001_016E,Male,50 to 54 years,15,14,2021 5 YR
60603,B01001_017E,Male,55 to 59 years,51,29,2021 5 YR
60603,B01001_018E,Male,60 and 61 years,10,9,2021 5 YR
60603,B01001_019E,Male,62 to 64 years,20,17,2021 5 YR
60603,B01001_020E,Male,65 and 66 years,6,9,2021 5 YR
60603,B01001_021E,Male,67 to 69 years,43,45,2021 5 YR
60603,B01001_022E,Male,70 to 74 years,68,54,2021 5 YR
60603,B01001_023E,Male,75 to 79 years,4,7,2021 5 YR
60603,B01001_024E,Male,80 to 84 years,0,12,2021 5 YR
60603,B01001_025E,Male,85 years and over,0,12,2021 5 YR
60603,B01001_027E,Female,Under 5 years,0,12,2021 5 YR
60603,B01001_028E,Female,5 to 9 years,0,12,2021 5 YR
60603,B01001_029E,Female,10 to 14 years,0,12,2021 5 YR
60603,B01001_030E,Female,15 to 17 years,10,15,2021 5 YR
60603,B01001_031E,Female,18 and 19 years,76,93,2021 5 YR
60603,B01001_032E,Female,20 years,32,31,2021 5 YR
60603,B01001_033E,Female,21 years,30,26,2021 5 YR
60603,B01001_034E,Female,22 to 24 years,22,24,2021 5 YR
60603,B01001_035E,Female,25 to 29 years,51,51,2021 5 YR
60603,B01001_036E,Female,30 to 34 years,44,39,2021 5 YR
60603,B01001_037E,Female,35 to 39 years,14,15,2021 5 YR
60603,B01001_038E,Female,40 to 44 years,12,12,2021 5 YR
60603,B01001_039E,Female,45 to 49 years,25,19,2021 5 YR
60603,B01001_040E,Female,50 to 54 years,61,54,2021 5 YR
60603,B01001_041E,Female,55 to 59 years,69,48,2021 5 YR
60603,B01001_042E,Female,60 and 61 years,14,17,2021 5 YR
60603,B01001_043E,Female,62 to 64 years,32,21,2021 5 YR
60603,B01001_044E,Female,65 and 66 years,28,36,2021 5 YR
60603,B01001_045E,Female,67 to 69 years,38,26,2021 5 YR
60603,B01001_046E,Female,70 to 74 years,11,10,2021 5 YR
60603,B01001_047E,Female,75 to 79 years,10,10,2021 5 YR
60603,B01001_048E,Female,80 to 84 years,16,28,2021 5 YR
60603,B01001_049E,Female,85 years and over,0,12,2021 5 YR
60604,B01001_003E,Male,Under 5 years,0,12,2021 5 YR
60604,B01001_004E,Male,5 to 9 years,0,12,2021 5 YR
60604,B01001_005E,Male,10 to 14 years,0,12,2021 5 YR
60604,B01001_006E,Male,15 to 17 years,6,9,2021 5 YR
60604,B01001_007E,Male,18 and 19 years,19,31,2021 5 YR
60604,B01001_008E,Male,20 years,0,12,2021 5 YR
60604,B01001_009E,Male,21 years,0,12,2021 5 YR
60604,B01001_010E,Male,22 to 24 years,26,25,2021 5 YR
60604,B01001_011E,Male,25 to 29 years,45,35,2021 5 YR
60604,B01001_012E,Male,30 to 34 years,40,67,2021 5 YR
60604,B01001_013E,Male,35 to 39 years,6,9,2021 5 YR
60604,B01001_014E,Male,40 to 44 years,8,10,2021 5 YR
60604,B01001_015E,Male,45 to 49 years,6,9,2021 5 YR
60604,B01001_016E,Male,50 to 54 years,13,11,2021 5 YR
60604,B01001_017E,Male,55 to 59 years,28,15,2021 5 YR
60604,B01001_018E,Male,60 and 61 years,6,9,2021 5 YR
60604,B01001_019E,Male,62 to 64 years,15,13,2021 5 YR
60604,B01001_020E,Male,65 and 66 years,0,12,2021 5 YR
60604,B01001_021E,Male,67 to 69 years,9,10,2021 5 YR
60604,B01001_022E,Male,70 to 74 years,14,18,2021 5 YR
60604,B01001_023E,Male,75 to 79 years,12,12,2021 5 YR
60604,B01001_024E,Male,80 to 84 years,13,16,2021 5 YR
60604,B01001_025E,Male,85 years and over,0,12,2021 5 YR
60604,B01001_027E,Female,Under 5 years,0,12,2021 5 YR
60604,B01001_028E,Female,5 to 9 years,0,12,2021 5 YR
60604,B01001_029E,Female,10 to 14 years,0,12,2021 5 YR
60604,B01001_030E,Female,15 to 17 years,0,12,2021 5 YR
60604,B01001_031E,Female,18 and 19 years,124,156,2021 5 YR
60604,B01001_032E,Female,20 years,56,88,2021 5 YR
60604,B01001_033E,Female,21 years,17,25,2021 5 YR
60604,B01001_034E,Female,22 to 24 years,20,23,2021 5 YR
60604,B01001_035E,Female,25 to 29 years,28,30,2021 5 YR
60604,B01001_036E,Female,30 to 34 years,65,71,2021 5 YR
60604,B01001_037E,Female,35 to 39 years,11,10,2021 5 YR
60604,B01001_038E,Female,40 to 44 years,15,15,2021 5 YR
60604,B01001_039E,Female,45 to 49 years,9,10,2021 5 YR
60604,B01001_040E,Female,50 to 54 years,22,21,2021 5 YR
60604,B01001_041E,Female,55 to 59 years,11,11,2021 5 YR
60604,B01001_042E,Female,60 and 61 years,11,12,2021 5 YR
60604,B01001_043E,Female,62 to 64 years,9,9,2021 5 YR
60604,B01001_044E,Female,65 and 66 years,5,7,2021 5 YR
60604,B01001_045E,Female,67 to 69 years,6,7,2021 5 YR
60604,B01001_046E,Female,70 to 74 years,0,12,2021 5 YR
60604,B01001_047E,Female,75 to 79 years,7,8,2021 5 YR
60604,B01001_048E,Female,80 to 84 years,5,9,2021 5 YR
60604,B01001_049E,Female,85 years and over,0,12,2021 5 YR
60605,B01001_003E,Male,Under 5 years,768,276,2021 5 YR
60605,B01001_004E,Male,5 to 9 years,314,239,2021 5 YR
60605,B01001_005E,Male,10 to 14 years,233,167,2021 5 YR
60605,B01001_006E,Male,15 to 17 years,27,32,2021 5 YR
60605,B01001_007E,Male,18 and 19 years,523,152,2021 5 YR
60605,B01001_008E,Male,20 years,287,150,2021 5 YR
60605,B01001_009E,Male,21 years,189,126,2021 5 YR
60605,B01001_010E,Male,22 to 24 years,585,209,2021 5 YR
60605,B01001_011E,Male,25 to 29 years,2646,749,2021 5 YR
60605,B01001_012E,Male,30 to 34 years,2486,530,2021 5 YR
60605,B01001_013E,Male,35 to 39 years,2057,607,2021 5 YR
60605,B01001_014E,Male,40 to 44 years,1071,478,2021 5 YR
60605,B01001_015E,Male,45 to 49 years,1038,345,2021 5 YR
60605,B01001_016E,Male,50 to 54 years,544,224,2021 5 YR
60605,B01001_017E,Male,55 to 59 years,785,295,2021 5 YR
60605,B01001_018E,Male,60 and 61 years,275,177,2021 5 YR
60605,B01001_019E,Male,62 to 64 years,595,426,2021 5 YR
60605,B01001_020E,Male,65 and 66 years,81,73,2021 5 YR
60605,B01001_021E,Male,67 to 69 years,347,226,2021 5 YR
60605,B01001_022E,Male,70 to 74 years,515,265,2021 5 YR
60605,B01001_023E,Male,75 to 79 years,103,114,2021 5 YR
60605,B01001_024E,Male,80 to 84 years,159,126,2021 5 YR
60605,B01001_025E,Male,85 years and over,54,61,2021 5 YR
60605,B01001_027E,Female,Under 5 years,428,218,2021 5 YR
60605,B01001_028E,Female,5 to 9 years,586,288,2021 5 YR
60605,B01001_029E,Female,10 to 14 years,458,236,2021 5 YR
60605,B01001_030E,Female,15 to 17 years,27,29,2021 5 YR
60605,B01001_031E,Female,18 and 19 years,722,218,2021 5 YR
60605,B01001_032E,Female,20 years,385,198,2021 5 YR
60605,B01001_033E,Female,21 years,376,238,2021 5 YR
60605,B01001_034E,Female,22 to 24 years,740,368,2021 5 YR
60605,B01001_035E,Female,25 to 29 years,2585,686,2021 5 YR
60605,B01001_036E,Female,30 to 34 years,2512,646,2021 5 YR
60605,B01001_037E,Female,35 to 39 years,1659,584,2021 5 YR
60605,B01001_038E,Female,40 to 44 years,1061,400,2021 5 YR
60605,B01001_039E,Female,45 to 49 years,570,209,2021 5 YR
60605,B01001_040E,Female,50 to 54 years,721,267,2021 5 YR
60605,B01001_041E,Female,55 to 59 years,1077,493,2021 5 YR
60605,B01001_042E,Female,60 and 61 years,138,100,2021 5 YR
60605,B01001_043E,Female,62 to 64 years,466,248,2021 5 YR
60605,B01001_044E,Female,65 and 66 years,209,172,2021 5 YR
60605,B01001_045E,Female,67 to 69 years,428,181,2021 5 YR
60605,B01001_046E,Female,70 to 74 years,389,199,2021 5 YR
60605,B01001_047E,Female,75 to 79 years,633,443,2021 5 YR
60605,B01001_048E,Female,80 to 84 years,117,115,2021 5 YR
60605,B01001_049E,Female,85 years and over,108,107,2021 5 YR
60606,B01001_003E,Male,Under 5 years,52,50,2021 5 YR
60606,B01001_004E,Male,5 to 9 years,39,36,2021 5 YR
60606,B01001_005E,Male,10 to 14 years,0,12,2021 5 YR
60606,B01001_006E,Male,15 to 17 years,0,12,2021 5 YR
60606,B01001_007E,Male,18 and 19 years,0,12,2021 5 YR
60606,B01001_008E,Male,20 years,0,12,2021 5 YR
60606,B01001_009E,Male,21 years,0,12,2021 5 YR
60606,B01001_010E,Male,22 to 24 years,97,75,2021 5 YR
60606,B01001_011E,Male,25 to 29 years,353,144,2021 5 YR
60606,B01001_012E,Male,30 to 34 years,295,121,2021 5 YR
60606,B01001_013E,Male,35 to 39 years,209,116,2021 5 YR
60606,B01001_014E,Male,40 to 44 years,39,43,2021 5 YR
60606,B01001_015E,Male,45 to 49 years,98,65,2021 5 YR
60606,B01001_016E,Male,50 to 54 years,207,197,2021 5 YR
60606,B01001_017E,Male,55 to 59 years,184,132,2021 5 YR
60606,B01001_018E,Male,60 and 61 years,19,29,2021 5 YR
60606,B01001_019E,Male,62 to 64 years,31,34,2021 5 YR
60606,B01001_020E,Male,65 and 66 years,37,40,2021 5 YR
60606,B01001_021E,Male,67 to 69 years,0,12,2021 5 YR
60606,B01001_022E,Male,70 to 74 years,30,32,2021 5 YR
60606,B01001_023E,Male,75 to 79 years,41,38,2021 5 YR
60606,B01001_024E,Male,80 to 84 years,0,12,2021 5 YR
60606,B01001_025E,Male,85 years and over,0,12,2021 5 YR
60606,B01001_027E,Female,Under 5 years,23,37,2021 5 YR
60606,B01001_028E,Female,5 to 9 years,7,15,2021 5 YR
60606,B01001_029E,Female,10 to 14 years,0,12,2021 5 YR
60606,B01001_030E,Female,15 to 17 years,0,12,2021 5 YR
60606,B01001_031E,Female,18 and 19 years,0,12,2021 5 YR
60606,B01001_032E,Female,20 years,15,25,2021 5 YR
60606,B01001_033E,Female,21 years,0,12,2021 5 YR
60606,B01001_034E,Female,22 to 24 years,67,53,2021 5 YR
60606,B01001_035E,Female,25 to 29 years,258,120,2021 5 YR
60606,B01001_036E,Female,30 to 34 years,161,108,2021 5 YR
60606,B01001_037E,Female,35 to 39 years,537,504,2021 5 YR
60606,B01001_038E,Female,40 to 44 years,132,139,2021 5 YR
60606,B01001_039E,Female,45 to 49 years,98,83,2021 5 YR
60606,B01001_040E,Female,50 to 54 years,36,39,2021 5 YR
60606,B01001_041E,Female,55 to 59 years,51,42,2021 5 YR
60606,B01001_042E,Female,60 and 61 years,34,41,2021 5 YR
60606,B01001_043E,Female,62 to 64 years,0,12,2021 5 YR
60606,B01001_044E,Female,65 and 66 years,46,42,2021 5 YR
60606,B01001_045E,Female,67 to 69 years,17,26,2021 5 YR
60606,B01001_046E,Female,70 to 74 years,31,29,2021 5 YR
60606,B01001_047E,Female,75 to 79 years,54,39,2021 5 YR
60606,B01001_048E,Female,80 to 84 years,0,12,2021 5 YR
60606,B01001_049E,Female,85 years and over,0,12,2021 5 YR
60607,B01001_003E,Male,Under 5 years,1028,435,2021 5 YR
60607,B01001_004E,Male,5 to 9 years,612,233,2021 5 YR
60607,B01001_005E,Male,10 to 14 years,241,198,2021 5 YR
60607,B01001_006E,Male,15 to 17 years,62,45,2021 5 YR
60607,B01001_007E,Male,18 and 19 years,1050,271,2021 5 YR
60607,B01001_008E,Male,20 years,554,302,2021 5 YR
60607,B01001_009E,Male,21 years,566,242,2021 5 YR
60607,B01001_010E,Male,22 to 24 years,1182,384,2021 5 YR
60607,B01001_011E,Male,25 to 29 years,2677,534,2021 5 YR
60607,B01001_012E,Male,30 to 34 years,2167,481,2021 5 YR
60607,B01001_013E,Male,35 to 39 years,1470,400,2021 5 YR
60607,B01001_014E,Male,40 to 44 years,1151,320,2021 5 YR
60607,B01001_015E,Male,45 to 49 years,673,238,2021 5 YR
60607,B01001_016E,Male,50 to 54 years,513,226,2021 5 YR
60607,B01001_017E,Male,55 to 59 years,366,150,2021 5 YR
60607,B01001_018E,Male,60 and 61 years,131,95,2021 5 YR
60607,B01001_019E,Male,62 to 64 years,178,100,2021 5 YR
60607,B01001_020E,Male,65 and 66 years,113,78,2021 5 YR
60607,B01001_021E,Male,67 to 69 years,113,72,2021 5 YR
60607,B01001_022E,Male,70 to 74 years,132,70,2021 5 YR
60607,B01001_023E,Male,75 to 79 years,149,57,2021 5 YR
60607,B01001_024E,Male,80 to 84 years,10,16,2021 5 YR
60607,B01001_025E,Male,85 years and over,51,45,2021 5 YR
60607,B01001_027E,Female,Under 5 years,594,216,2021 5 YR
60607,B01001_028E,Female,5 to 9 years,358,150,2021 5 YR
60607,B01001_029E,Female,10 to 14 years,223,112,2021 5 YR
60607,B01001_030E,Female,15 to 17 years,182,91,2021 5 YR
60607,B01001_031E,Female,18 and 19 years,1434,411,2021 5 YR
60607,B01001_032E,Female,20 years,498,164,2021 5 YR
60607,B01001_033E,Female,21 years,347,138,2021 5 YR
60607,B01001_034E,Female,22 to 24 years,911,235,2021 5 YR
60607,B01001_035E,Female,25 to 29 years,2366,481,2021 5 YR
60607,B01001_036E,Female,30 to 34 years,2360,521,2021 5 YR
60607,B01001_037E,Female,35 to 39 years,1359,263,2021 5 YR
60607,B01001_038E,Female,40 to 44 years,665,217,2021 5 YR
60607,B01001_039E,Female,45 to 49 years,871,247,2021 5 YR
60607,B01001_040E,Female,50 to 54 years,659,335,2021 5 YR
60607,B01001_041E,Female,55 to 59 years,429,168,2021 5 YR
60607,B01001_042E,Female,60 and 61 years,279,175,2021 5 YR
60607,B01001_043E,Female,62 to 64 years,240,124,2021 5 YR
60607,B01001_044E,Female,65 and 66 years,65,42,2021 5 YR
60607,B01001_045E,Female,67 to 69 years,170,77,2021 5 YR
60607,B01001_046E,Female,70 to 74 years,198,84,2021 5 YR
