census_name,clean_name,census_place_code,variable,sex,age,estimate,margin_of_error
"Ford Heights village, Illinois",Ford Heights,26710,B01001_039E,Female,45 to 49 years,91,57
"Ford Heights village, Illinois",Ford Heights,26710,B01001_040E,Female,50 to 54 years,56,39
"Ford Heights village, Illinois",Ford Heights,26710,B01001_041E,Female,55 to 59 years,72,44
"Ford Heights village, Illinois",Ford Heights,26710,B01001_042E,Female,60 and 61 years,99,56
"Ford Heights village, Illinois",Ford Heights,26710,B01001_043E,Female,62 to 64 years,78,48
"Ford Heights village, Illinois",Ford Heights,26710,B01001_044E,Female,65 and 66 years,23,28
"Ford Heights village, Illinois",Ford Heights,26710,B01001_045E,Female,67 to 69 years,19,18
"Ford Heights village, Illinois",Ford Heights,26710,B01001_046E,Female,70 to 74 years,55,35
"Ford Heights village, Illinois",Ford Heights,26710,B01001_047E,Female,75 to 79 years,56,38
"Ford Heights village, Illinois",Ford Heights,26710,B01001_048E,Female,80 to 84 years,48,38
"Ford Heights village, Illinois",Ford Heights,26710,B01001_049E,Female,85 years and over,43,37
"Forest Park village, Illinois",Forest Park,26935,B01001_003E,Male,Under 5 years,311,140
"Forest Park village, Illinois",Forest Park,26935,B01001_004E,Male,5 to 9 years,221,127
"Forest Park village, Illinois",Forest Park,26935,B01001_005E,Male,10 to 14 years,260,128
"Forest Park village, Illinois",Forest Park,26935,B01001_006E,Male,15 to 17 years,95,69
"Forest Park village, Illinois",Forest Park,26935,B01001_007E,Male,18 and 19 years,101,93
"Forest Park village, Illinois",Forest Park,26935,B01001_008E,Male,20 years,2,4
"Forest Park village, Illinois",Forest Park,26935,B01001_009E,Male,21 years,99,65
"Forest Park village, Illinois",Forest Park,26935,B01001_010E,Male,22 to 24 years,232,86
"Forest Park village, Illinois",Forest Park,26935,B01001_011E,Male,25 to 29 years,492,159
"Forest Park village, Illinois",Forest Park,26935,B01001_012E,Male,30 to 34 years,728,216
"Forest Park village, Illinois",Forest Park,26935,B01001_013E,Male,35 to 39 years,829,230
"Forest Park village, Illinois",Forest Park,26935,B01001_014E,Male,40 to 44 years,334,119
"Forest Park village, Illinois",Forest Park,26935,B01001_015E,Male,45 to 49 years,431,149
"Forest Park village, Illinois",Forest Park,26935,B01001_016E,Male,50 to 54 years,278,116
"Forest Park village, Illinois",Forest Park,26935,B01001_017E,Male,55 to 59 years,622,186
"Forest Park village, Illinois",Forest Park,26935,B01001_018E,Male,60 and 61 years,205,95
"Forest Park village, Illinois",Forest Park,26935,B01001_019E,Male,62 to 64 years,261,134
"Forest Park village, Illinois",Forest Park,26935,B01001_020E,Male,65 and 66 years,130,74
"Forest Park village, Illinois",Forest Park,26935,B01001_021E,Male,67 to 69 years,190,81
"Forest Park village, Illinois",Forest Park,26935,B01001_022E,Male,70 to 74 years,250,139
"Forest Park village, Illinois",Forest Park,26935,B01001_023E,Male,75 to 79 years,132,62
"Forest Park village, Illinois",Forest Park,26935,B01001_024E,Male,80 to 84 years,167,95
"Forest Park village, Illinois",Forest Park,26935,B01001_025E,Male,85 years and over,51,49
"Forest Park village, Illinois",Forest Park,26935,B01001_027E,Female,Under 5 years,303,115
"Forest Park village, Illinois",Forest Park,26935,B01001_028E,Female,5 to 9 years,360,159
"Forest Park village, Illinois",Forest Park,26935,B01001_029E,Female,10 to 14 years,252,109
"Forest Park village, Illinois",Forest Park,26935,B01001_030E,Female,15 to 17 years,57,51
"Forest Park village, Illinois",Forest Park,26935,B01001_031E,Female,18 and 19 years,55,76
"Forest Park village, Illinois",Forest Park,26935,B01001_032E,Female,20 years,54,88
"Forest Park village, Illinois",Forest Park,26935,B01001_033E,Female,21 years,74,85
"Forest Park village, Illinois",Forest Park,26935,B01001_034E,Female,22 to 24 years,387,181
"Forest Park village, Illinois",Forest Park,26935,B01001_035E,Female,25 to 29 years,779,187
"Forest Park village, Illinois",Forest Park,26935,B01001_036E,Female,30 to 34 years,868,197
"Forest Park village, Illinois",Forest Park,26935,B01001_037E,Female,35 to 39 years,514,143
"Forest Park village, Illinois",Forest Park,26935,B01001_038E,Female,40 to 44 years,415,149
"Forest Park village, Illinois",Forest Park,26935,B01001_039E,Female,45 to 49 years,424,163
"Forest Park village, Illinois",Forest Park,26935,B01001_040E,Female,50 to 54 years,585,173
"Forest Park village, Illinois",Forest Park,26935,B01001_041E,Female,55 to 59 years,642,150
"Forest Park village, Illinois",Forest Park,26935,B01001_042E,Female,60 and 61 years,182,116
"Forest Park village, Illinois",Forest Park,26935,B01001_043E,Female,62 to 64 years,261,105
"Forest Park village, Illinois",Forest Park,26935,B01001_044E,Female,65 and 66 years,210,90
"Forest Park village, Illinois",Forest Park,26935,B01001_045E,Female,67 to 69 years,360,132
"Forest Park village, Illinois",Forest Park,26935,B01001_046E,Female,70 to 74 years,292,140
"Forest Park village, Illinois",Forest Park,26935,B01001_047E,Female,75 to 79 years,215,87
"Forest Park village, Illinois",Forest Park,26935,B01001_048E,Female,80 to 84 years,74,54
"Forest Park village, Illinois",Forest Park,26935,B01001_049E,Female,85 years and over,143,117
"Forest View village, Illinois",Forest View,26987,B01001_003E,Male,Under 5 years,44,23
"Forest View village, Illinois",Forest View,26987,B01001_004E,Male,5 to 9 years,63,36
"Forest View village, Illinois",Forest View,26987,B01001_005E,Male,10 to 14 years,34,21
"Forest View village, Illinois",Forest View,26987,B01001_006E,Male,15 to 17 years,19,12
"Forest View village, Illinois",Forest View,26987,B01001_007E,Male,18 and 19 years,4,6
"Forest View village, Illinois",Forest View,26987,B01001_008E,Male,20 years,0,11
"Forest View village, Illinois",Forest View,26987,B01001_009E,Male,21 years,6,6
"Forest View village, Illinois",Forest View,26987,B01001_010E,Male,22 to 24 years,23,22
"Forest View village, Illinois",Forest View,26987,B01001_011E,Male,25 to 29 years,20,13
"Forest View village, Illinois",Forest View,26987,B01001_012E,Male,30 to 34 years,25,18
"Forest View village, Illinois",Forest View,26987,B01001_013E,Male,35 to 39 years,33,21
"Forest View village, Illinois",Forest View,26987,B01001_014E,Male,40 to 44 years,32,22
"Forest View village, Illinois",Forest View,26987,B01001_015E,Male,45 to 49 years,26,15
"Forest View village, Illinois",Forest View,26987,B01001_016E,Male,50 to 54 years,34,20
"Forest View village, Illinois",Forest View,26987,B01001_017E,Male,55 to 59 years,22,13
"Forest View village, Illinois",Forest View,26987,B01001_018E,Male,60 and 61 years,12,10
"Forest View village, Illinois",Forest View,26987,B01001_019E,Male,62 to 64 years,30,15
"Forest View village, Illinois",Forest View,26987,B01001_020E,Male,65 and 66 years,11,7
"Forest View village, Illinois",Forest View,26987,B01001_021E,Male,67 to 69 years,11,10
"Forest View village, Illinois",Forest View,26987,B01001_022E,Male,70 to 74 years,30,19
"Forest View village, Illinois",Forest View,26987,B01001_023E,Male,75 to 79 years,10,8
"Forest View village, Illinois",Forest View,26987,B01001_024E,Male,80 to 84 years,3,5
"Forest View village, Illinois",Forest View,26987,B01001_025E,Male,85 years and over,0,11
"Forest View village, Illinois",Forest View,26987,B01001_027E,Female,Under 5 years,22,19
"Forest View village, Illinois",Forest View,26987,B01001_028E,Female,5 to 9 years,27,23
"Forest View village, Illinois",Forest View,26987,B01001_029E,Female,10 to 14 years,35,18
"Forest View village, Illinois",Forest View,26987,B01001_030E,Female,15 to 17 years,12,13
"Forest View village, Illinois",Forest View,26987,B01001_031E,Female,18 and 19 years,0,11
"Forest View village, Illinois",Forest View,26987,B01001_032E,Female,20 years,4,6
"Forest View village, Illinois",Forest View,26987,B01001_033E,Female,21 years,2,5
"Forest View village, Illinois",Forest View,26987,B01001_034E,Female,22 to 24 years,4,5
"Forest View village, Illinois",Forest View,26987,B01001_035E,Female,25 to 29 years,18,13
"Forest View village, Illinois",Forest View,26987,B01001_036E,Female,30 to 34 years,48,25
"Forest View village, Illinois",Forest View,26987,B01001_037E,Female,35 to 39 years,28,15
"Forest View village, Illinois",Forest View,26987,B01001_038E,Female,40 to 44 years,33,25
"Forest View village, Illinois",Forest View,26987,B01001_039E,Female,45 to 49 years,26,16
"Forest View village, Illinois",Forest View,26987,B01001_040E,Female,50 to 54 years,21,11
"Forest View village, Illinois",Forest View,26987,B01001_041E,Female,55 to 59 years,37,17
"Forest View village, Illinois",Forest View,26987,B01001_042E,Female,60 and 61 years,26,12
"Forest View village, Illinois",Forest View,26987,B01001_043E,Female,62 to 64 years,32,16
"Forest View village, Illinois",Forest View,26987,B01001_044E,Female,65 and 66 years,11,7
"Forest View village, Illinois",Forest View,26987,B01001_045E,Female,67 to 69 years,22,18
"Forest View village, Illinois",Forest View,26987,B01001_046E,Female,70 to 74 years,18,13
"Forest View village, Illinois",Forest View,26987,B01001_047E,Female,75 to 79 years,6,7
"Forest View village, Illinois",Forest View,26987,B01001_048E,Female,80 to 84 years,6,7
"Forest View village, Illinois",Forest View,26987,B01001_049E,Female,85 years and over,13,9
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_003E,Male,Under 5 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_004E,Male,5 to 9 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_005E,Male,10 to 14 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_006E,Male,15 to 17 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_007E,Male,18 and 19 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_008E,Male,20 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_009E,Male,21 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_010E,Male,22 to 24 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_011E,Male,25 to 29 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_012E,Male,30 to 34 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_013E,Male,35 to 39 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_014E,Male,40 to 44 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_015E,Male,45 to 49 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_016E,Male,50 to 54 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_017E,Male,55 to 59 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_018E,Male,60 and 61 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_019E,Male,62 to 64 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_020E,Male,65 and 66 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_021E,Male,67 to 69 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_022E,Male,70 to 74 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_023E,Male,75 to 79 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_024E,Male,80 to 84 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_025E,Male,85 years and over,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_027E,Female,Under 5 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_028E,Female,5 to 9 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_029E,Female,10 to 14 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_030E,Female,15 to 17 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_031E,Female,18 and 19 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_032E,Female,20 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_033E,Female,21 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_034E,Female,22 to 24 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_035E,Female,25 to 29 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_036E,Female,30 to 34 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_037E,Female,35 to 39 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_038E,Female,40 to 44 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_039E,Female,45 to 49 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_040E,Female,50 to 54 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_041E,Female,55 to 59 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_042E,Female,60 and 61 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_043E,Female,62 to 64 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_044E,Female,65 and 66 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_045E,Female,67 to 69 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_046E,Female,70 to 74 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_047E,Female,75 to 79 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_048E,Female,80 to 84 years,0,11
"Cook County (part), Frankfort village, Illinois",Frankfort,27624,B01001_049E,Female,85 years and over,0,11
"Franklin Park village, Illinois",Franklin Park,27702,B01001_003E,Male,Under 5 years,686,208
"Franklin Park village, Illinois",Franklin Park,27702,B01001_004E,Male,5 to 9 years,484,149
"Franklin Park village, Illinois",Franklin Park,27702,B01001_005E,Male,10 to 14 years,620,201
"Franklin Park village, Illinois",Franklin Park,27702,B01001_006E,Male,15 to 17 years,407,129
"Franklin Park village, Illinois",Franklin Park,27702,B01001_007E,Male,18 and 19 years,264,155
"Franklin Park village, Illinois",Franklin Park,27702,B01001_008E,Male,20 years,98,56
"Franklin Park village, Illinois",Franklin Park,27702,B01001_009E,Male,21 years,74,49
"Franklin Park village, Illinois",Franklin Park,27702,B01001_010E,Male,22 to 24 years,292,128
"Franklin Park village, Illinois",Franklin Park,27702,B01001_011E,Male,25 to 29 years,773,188
"Franklin Park village, Illinois",Franklin Park,27702,B01001_012E,Male,30 to 34 years,733,205
"Franklin Park village, Illinois",Franklin Park,27702,B01001_013E,Male,35 to 39 years,523,150
"Franklin Park village, Illinois",Franklin Park,27702,B01001_014E,Male,40 to 44 years,671,165
"Franklin Park village, Illinois",Franklin Park,27702,B01001_015E,Male,45 to 49 years,550,149
"Franklin Park village, Illinois",Franklin Park,27702,B01001_016E,Male,50 to 54 years,638,113
"Franklin Park village, Illinois",Franklin Park,27702,B01001_017E,Male,55 to 59 years,502,137
"Franklin Park village, Illinois",Franklin Park,27702,B01001_018E,Male,60 and 61 years,185,82
"Franklin Park village, Illinois",Franklin Park,27702,B01001_019E,Male,62 to 64 years,358,129
"Franklin Park village, Illinois",Franklin Park,27702,B01001_020E,Male,65 and 66 years,266,82
"Franklin Park village, Illinois",Franklin Park,27702,B01001_021E,Male,67 to 69 years,263,88
"Franklin Park village, Illinois",Franklin Park,27702,B01001_022E,Male,70 to 74 years,186,73
"Franklin Park village, Illinois",Franklin Park,27702,B01001_023E,Male,75 to 79 years,173,69
"Franklin Park village, Illinois",Franklin Park,27702,B01001_024E,Male,80 to 84 years,227,99
"Franklin Park village, Illinois",Franklin Park,27702,B01001_025E,Male,85 years and over,84,45
"Franklin Park village, Illinois",Franklin Park,27702,B01001_027E,Female,Under 5 years,453,135
"Franklin Park village, Illinois",Franklin Park,27702,B01001_028E,Female,5 to 9 years,466,132
"Franklin Park village, Illinois",Franklin Park,27702,B01001_029E,Female,10 to 14 years,508,147
"Franklin Park village, Illinois",Franklin Park,27702,B01001_030E,Female,15 to 17 years,247,95
"Franklin Park village, Illinois",Franklin Park,27702,B01001_031E,Female,18 and 19 years,347,130
"Franklin Park village, Illinois",Franklin Park,27702,B01001_032E,Female,20 years,146,94
"Franklin Park village, Illinois",Franklin Park,27702,B01001_033E,Female,21 years,121,75
"Franklin Park village, Illinois",Franklin Park,27702,B01001_034E,Female,22 to 24 years,365,123
"Franklin Park village, Illinois",Franklin Park,27702,B01001_035E,Female,25 to 29 years,594,157
"Franklin Park village, Illinois",Franklin Park,27702,B01001_036E,Female,30 to 34 years,451,142
"Franklin Park village, Illinois",Franklin Park,27702,B01001_037E,Female,35 to 39 years,652,146
"Franklin Park village, Illinois",Franklin Park,27702,B01001_038E,Female,40 to 44 years,672,164
"Franklin Park village, Illinois",Franklin Park,27702,B01001_039E,Female,45 to 49 years,532,119
"Franklin Park village, Illinois",Franklin Park,27702,B01001_040E,Female,50 to 54 years,659,139
"Franklin Park village, Illinois",Franklin Park,27702,B01001_041E,Female,55 to 59 years,580,153
"Franklin Park village, Illinois",Franklin Park,27702,B01001_042E,Female,60 and 61 years,242,94
"Franklin Park village, Illinois",Franklin Park,27702,B01001_043E,Female,62 to 64 years,447,116
