geoid_zcta,variable,sex,age,total_pop,pop_in_cook
60005,P12_016N,Male,50 to 54 years,1006,1006
60005,P12_017N,Male,55 to 59 years,995,995
60005,P12_018N,Male,60 and 61 years,435,435
60005,P12_019N,Male,62 to 64 years,595,595
60005,P12_020N,Male,65 and 66 years,339,339
60005,P12_021N,Male,67 to 69 years,423,423
60005,P12_022N,Male,70 to 74 years,607,607
60005,P12_023N,Male,75 to 79 years,403,403
60005,P12_024N,Male,80 to 84 years,296,296
60005,P12_025N,Male,85 years and over,393,393
60005,P12_027N,Female,Under 5 years,763,763
60005,P12_028N,Female,5 to 9 years,804,804
60005,P12_029N,Female,10 to 14 years,849,849
60005,P12_030N,Female,15 to 17 years,541,541
60005,P12_031N,Female,18 and 19 years,268,268
60005,P12_032N,Female,20 years,105,105
60005,P12_033N,Female,21 years,142,142
60005,P12_034N,Female,22 to 24 years,422,422
60005,P12_035N,Female,25 to 29 years,882,882
60005,P12_036N,Female,30 to 34 years,1041,1041
60005,P12_037N,Female,35 to 39 years,1029,1029
60005,P12_038N,Female,40 to 44 years,948,948
60005,P12_039N,Female,45 to 49 years,986,986
60005,P12_040N,Female,50 to 54 years,1032,1032
60005,P12_041N,Female,55 to 59 years,1168,1168
60005,P12_042N,Female,60 and 61 years,430,430
60005,P12_043N,Female,62 to 64 years,646,646
60005,P12_044N,Female,65 and 66 years,389,389
60005,P12_045N,Female,67 to 69 years,507,507
60005,P12_046N,Female,70 to 74 years,736,736
60005,P12_047N,Female,75 to 79 years,599,599
60005,P12_048N,Female,80 to 84 years,520,520
60005,P12_049N,Female,85 years and over,731,731
60007,P12_003N,Male,Under 5 years,768,768
60007,P12_004N,Male,5 to 9 years,807,807
60007,P12_005N,Male,10 to 14 years,923,923
60007,P12_006N,Male,15 to 17 years,596,596
60007,P12_007N,Male,18 and 19 years,321,321
60007,P12_008N,Male,20 years,170,170
60007,P12_009N,Male,21 years,180,180
60007,P12_010N,Male,22 to 24 years,584,584
60007,P12_011N,Male,25 to 29 years,1095,1095
60007,P12_012N,Male,30 to 34 years,983,983
60007,P12_013N,Male,35 to 39 years,1092,1092
60007,P12_014N,Male,40 to 44 years,1060,1060
60007,P12_015N,Male,45 to 49 years,1036,1036
60007,P12_016N,Male,50 to 54 years,1098,1098
60007,P12_017N,Male,55 to 59 years,1286,1286
60007,P12_018N,Male,60 and 61 years,519,519
60007,P12_019N,Male,62 to 64 years,811,811
60007,P12_020N,Male,65 and 66 years,435,435
60007,P12_021N,Male,67 to 69 years,583,583
60007,P12_022N,Male,70 to 74 years,752,752
60007,P12_023N,Male,75 to 79 years,511,511
60007,P12_024N,Male,80 to 84 years,308,308
60007,P12_025N,Male,85 years and over,322,322
60007,P12_027N,Female,Under 5 years,759,759
60007,P12_028N,Female,5 to 9 years,833,833
60007,P12_029N,Female,10 to 14 years,935,935
60007,P12_030N,Female,15 to 17 years,515,515
60007,P12_031N,Female,18 and 19 years,315,315
60007,P12_032N,Female,20 years,160,160
60007,P12_033N,Female,21 years,187,187
60007,P12_034N,Female,22 to 24 years,511,511
60007,P12_035N,Female,25 to 29 years,935,935
60007,P12_036N,Female,30 to 34 years,1010,1010
60007,P12_037N,Female,35 to 39 years,1113,1113
60007,P12_038N,Female,40 to 44 years,1099,1099
60007,P12_039N,Female,45 to 49 years,1088,1088
60007,P12_040N,Female,50 to 54 years,1146,1146
60007,P12_041N,Female,55 to 59 years,1439,1439
60007,P12_042N,Female,60 and 61 years,634,634
60007,P12_043N,Female,62 to 64 years,898,898
60007,P12_044N,Female,65 and 66 years,513,513
60007,P12_045N,Female,67 to 69 years,693,693
60007,P12_046N,Female,70 to 74 years,912,912
60007,P12_047N,Female,75 to 79 years,663,663
60007,P12_048N,Female,80 to 84 years,472,472
60007,P12_049N,Female,85 years and over,600,600
60008,P12_003N,Male,Under 5 years,609,609
60008,P12_004N,Male,5 to 9 years,605,605
60008,P12_005N,Male,10 to 14 years,728,728
60008,P12_006N,Male,15 to 17 years,396,396
60008,P12_007N,Male,18 and 19 years,269,269
60008,P12_008N,Male,20 years,126,126
60008,P12_009N,Male,21 years,152,152
60008,P12_010N,Male,22 to 24 years,433,433
60008,P12_011N,Male,25 to 29 years,855,855
60008,P12_012N,Male,30 to 34 years,884,884
60008,P12_013N,Male,35 to 39 years,778,778
60008,P12_014N,Male,40 to 44 years,785,785
60008,P12_015N,Male,45 to 49 years,796,796
60008,P12_016N,Male,50 to 54 years,742,742
60008,P12_017N,Male,55 to 59 years,786,786
60008,P12_018N,Male,60 and 61 years,327,327
60008,P12_019N,Male,62 to 64 years,483,483
60008,P12_020N,Male,65 and 66 years,243,243
60008,P12_021N,Male,67 to 69 years,298,298
60008,P12_022N,Male,70 to 74 years,407,407
60008,P12_023N,Male,75 to 79 years,286,286
60008,P12_024N,Male,80 to 84 years,155,155
60008,P12_025N,Male,85 years and over,151,151
60008,P12_027N,Female,Under 5 years,644,644
60008,P12_028N,Female,5 to 9 years,587,587
60008,P12_029N,Female,10 to 14 years,647,647
60008,P12_030N,Female,15 to 17 years,419,419
60008,P12_031N,Female,18 and 19 years,259,259
60008,P12_032N,Female,20 years,115,115
60008,P12_033N,Female,21 years,99,99
60008,P12_034N,Female,22 to 24 years,411,411
60008,P12_035N,Female,25 to 29 years,775,775
60008,P12_036N,Female,30 to 34 years,833,833
60008,P12_037N,Female,35 to 39 years,768,768
60008,P12_038N,Female,40 to 44 years,763,763
60008,P12_039N,Female,45 to 49 years,751,751
60008,P12_040N,Female,50 to 54 years,715,715
60008,P12_041N,Female,55 to 59 years,830,830
60008,P12_042N,Female,60 and 61 years,340,340
60008,P12_043N,Female,62 to 64 years,426,426
60008,P12_044N,Female,65 and 66 years,315,315
60008,P12_045N,Female,67 to 69 years,359,359
60008,P12_046N,Female,70 to 74 years,490,490
60008,P12_047N,Female,75 to 79 years,358,358
60008,P12_048N,Female,80 to 84 years,256,256
60008,P12_049N,Female,85 years and over,306,306
60010,P12_003N,Male,Under 5 years,1005,458
60010,P12_004N,Male,5 to 9 years,1449,689
60010,P12_005N,Male,10 to 14 years,1734,780
60010,P12_006N,Male,15 to 17 years,1214,556
60010,P12_007N,Male,18 and 19 years,577,237
60010,P12_008N,Male,20 years,249,103
60010,P12_009N,Male,21 years,250,103
60010,P12_010N,Male,22 to 24 years,634,291
60010,P12_011N,Male,25 to 29 years,647,280
60010,P12_012N,Male,30 to 34 years,701,313
60010,P12_013N,Male,35 to 39 years,1045,459
60010,P12_014N,Male,40 to 44 years,1262,569
60010,P12_015N,Male,45 to 49 years,1526,740
60010,P12_016N,Male,50 to 54 years,1766,815
60010,P12_017N,Male,55 to 59 years,1908,822
60010,P12_018N,Male,60 and 61 years,733,294
60010,P12_019N,Male,62 to 64 years,1082,478
60010,P12_020N,Male,65 and 66 years,631,274
60010,P12_021N,Male,67 to 69 years,854,400
60010,P12_022N,Male,70 to 74 years,1277,580
60010,P12_023N,Male,75 to 79 years,964,446
60010,P12_024N,Male,80 to 84 years,575,268
60010,P12_025N,Male,85 years and over,557,173
60010,P12_027N,Female,Under 5 years,986,449
60010,P12_028N,Female,5 to 9 years,1429,660
60010,P12_029N,Female,10 to 14 years,1673,748
60010,P12_030N,Female,15 to 17 years,1126,574
60010,P12_031N,Female,18 and 19 years,515,226
60010,P12_032N,Female,20 years,249,119
60010,P12_033N,Female,21 years,242,114
60010,P12_034N,Female,22 to 24 years,583,257
60010,P12_035N,Female,25 to 29 years,607,271
60010,P12_036N,Female,30 to 34 years,775,356
60010,P12_037N,Female,35 to 39 years,1200,564
60010,P12_038N,Female,40 to 44 years,1455,682
60010,P12_039N,Female,45 to 49 years,1586,782
60010,P12_040N,Female,50 to 54 years,1804,819
60010,P12_041N,Female,55 to 59 years,1993,821
60010,P12_042N,Female,60 and 61 years,798,346
60010,P12_043N,Female,62 to 64 years,1100,465
60010,P12_044N,Female,65 and 66 years,679,308
60010,P12_045N,Female,67 to 69 years,932,417
60010,P12_046N,Female,70 to 74 years,1393,613
60010,P12_047N,Female,75 to 79 years,1027,456
60010,P12_048N,Female,80 to 84 years,707,273
60010,P12_049N,Female,85 years and over,866,230
60015,P12_003N,Male,Under 5 years,790,4
60015,P12_004N,Male,5 to 9 years,943,5
60015,P12_005N,Male,10 to 14 years,1079,3
60015,P12_006N,Male,15 to 17 years,743,7
60015,P12_007N,Male,18 and 19 years,391,0
60015,P12_008N,Male,20 years,196,1
60015,P12_009N,Male,21 years,205,0
60015,P12_010N,Male,22 to 24 years,430,6
60015,P12_011N,Male,25 to 29 years,490,33
60015,P12_012N,Male,30 to 34 years,500,13
60015,P12_013N,Male,35 to 39 years,764,15
60015,P12_014N,Male,40 to 44 years,925,17
60015,P12_015N,Male,45 to 49 years,905,14
60015,P12_016N,Male,50 to 54 years,998,12
60015,P12_017N,Male,55 to 59 years,942,11
60015,P12_018N,Male,60 and 61 years,376,6
60015,P12_019N,Male,62 to 64 years,575,12
60015,P12_020N,Male,65 and 66 years,348,4
60015,P12_021N,Male,67 to 69 years,504,4
60015,P12_022N,Male,70 to 74 years,592,9
60015,P12_023N,Male,75 to 79 years,418,7
60015,P12_024N,Male,80 to 84 years,258,2
60015,P12_025N,Male,85 years and over,240,35
60015,P12_027N,Female,Under 5 years,697,5
60015,P12_028N,Female,5 to 9 years,1006,2
60015,P12_029N,Female,10 to 14 years,1025,7
60015,P12_030N,Female,15 to 17 years,704,5
60015,P12_031N,Female,18 and 19 years,409,5
60015,P12_032N,Female,20 years,186,4
60015,P12_033N,Female,21 years,179,1
60015,P12_034N,Female,22 to 24 years,392,5
60015,P12_035N,Female,25 to 29 years,433,20
60015,P12_036N,Female,30 to 34 years,560,20
60015,P12_037N,Female,35 to 39 years,877,5
60015,P12_038N,Female,40 to 44 years,954,8
60015,P12_039N,Female,45 to 49 years,1010,3
60015,P12_040N,Female,50 to 54 years,1054,12
60015,P12_041N,Female,55 to 59 years,1084,22
60015,P12_042N,Female,60 and 61 years,424,11
60015,P12_043N,Female,62 to 64 years,638,8
60015,P12_044N,Female,65 and 66 years,354,6
60015,P12_045N,Female,67 to 69 years,502,8
60015,P12_046N,Female,70 to 74 years,669,8
60015,P12_047N,Female,75 to 79 years,512,17
60015,P12_048N,Female,80 to 84 years,336,23
60015,P12_049N,Female,85 years and over,396,82
60016,P12_003N,Male,Under 5 years,1724,1724
60016,P12_004N,Male,5 to 9 years,1548,1548
60016,P12_005N,Male,10 to 14 years,1508,1508
60016,P12_006N,Male,15 to 17 years,972,972
60016,P12_007N,Male,18 and 19 years,587,587
60016,P12_008N,Male,20 years,332,332
60016,P12_009N,Male,21 years,352,352
60016,P12_010N,Male,22 to 24 years,1042,1042
60016,P12_011N,Male,25 to 29 years,2192,2192
60016,P12_012N,Male,30 to 34 years,2473,2473
60016,P12_013N,Male,35 to 39 years,2305,2305
60016,P12_014N,Male,40 to 44 years,2036,2036
60016,P12_015N,Male,45 to 49 years,1787,1787
60016,P12_016N,Male,50 to 54 years,1924,1924
60016,P12_017N,Male,55 to 59 years,2097,2097
60016,P12_018N,Male,60 and 61 years,910,910
60016,P12_019N,Male,62 to 64 years,1341,1341
60016,P12_020N,Male,65 and 66 years,781,781
60016,P12_021N,Male,67 to 69 years,1016,1016
60016,P12_022N,Male,70 to 74 years,1280,1280
60016,P12_023N,Male,75 to 79 years,843,843
60016,P12_024N,Male,80 to 84 years,599,599
60016,P12_025N,Male,85 years and over,504,504
60016,P12_027N,Female,Under 5 years,1559,1559
60016,P12_028N,Female,5 to 9 years,1485,1485
60016,P12_029N,Female,10 to 14 years,1454,1454
60016,P12_030N,Female,15 to 17 years,898,898
60016,P12_031N,Female,18 and 19 years,582,582
60016,P12_032N,Female,20 years,307,307
60016,P12_033N,Female,21 years,266,266
60016,P12_034N,Female,22 to 24 years,995,995
60016,P12_035N,Female,25 to 29 years,2149,2149
60016,P12_036N,Female,30 to 34 years,2404,2404
60016,P12_037N,Female,35 to 39 years,2166,2166
60016,P12_038N,Female,40 to 44 years,1806,1806
60016,P12_039N,Female,45 to 49 years,1966,1966
60016,P12_040N,Female,50 to 54 years,2066,2066
60016,P12_041N,Female,55 to 59 years,2370,2370
60016,P12_042N,Female,60 and 61 years,1014,1014
60016,P12_043N,Female,62 to 64 years,1513,1513
60016,P12_044N,Female,65 and 66 years,931,931
60016,P12_045N,Female,67 to 69 years,1111,1111
60016,P12_046N,Female,70 to 74 years,1625,1625
60016,P12_047N,Female,75 to 79 years,1157,1157
60016,P12_048N,Female,80 to 84 years,905,905
60016,P12_049N,Female,85 years and over,1006,1006
60018,P12_003N,Male,Under 5 years,830,830
60018,P12_004N,Male,5 to 9 years,889,889
60018,P12_005N,Male,10 to 14 years,1064,1064
60018,P12_006N,Male,15 to 17 years,660,660
60018,P12_007N,Male,18 and 19 years,441,441
60018,P12_008N,Male,20 years,218,218
60018,P12_009N,Male,21 years,202,202
60018,P12_010N,Male,22 to 24 years,600,600
60018,P12_011N,Male,25 to 29 years,963,963
60018,P12_012N,Male,30 to 34 years,989,989
60018,P12_013N,Male,35 to 39 years,1028,1028
60018,P12_014N,Male,40 to 44 years,1011,1011
60018,P12_015N,Male,45 to 49 years,995,995
60018,P12_016N,Male,50 to 54 years,1028,1028
60018,P12_017N,Male,55 to 59 years,951,951
60018,P12_018N,Male,60 and 61 years,417,417
60018,P12_019N,Male,62 to 64 years,590,590
60018,P12_020N,Male,65 and 66 years,350,350
60018,P12_021N,Male,67 to 69 years,435,435
60018,P12_022N,Male,70 to 74 years,580,580
60018,P12_023N,Male,75 to 79 years,376,376
60018,P12_024N,Male,80 to 84 years,215,215
60018,P12_025N,Male,85 years and over,226,226
60018,P12_027N,Female,Under 5 years,757,757
60018,P12_028N,Female,5 to 9 years,853,853
60018,P12_029N,Female,10 to 14 years,956,956
60018,P12_030N,Female,15 to 17 years,658,658
60018,P12_031N,Female,18 and 19 years,366,366
60018,P12_032N,Female,20 years,186,186
60018,P12_033N,Female,21 years,142,142
60018,P12_034N,Female,22 to 24 years,560,560
60018,P12_035N,Female,25 to 29 years,842,842
60018,P12_036N,Female,30 to 34 years,903,903
60018,P12_037N,Female,35 to 39 years,980,980
60018,P12_038N,Female,40 to 44 years,994,994
60018,P12_039N,Female,45 to 49 years,953,953
60018,P12_040N,Female,50 to 54 years,929,929
60018,P12_041N,Female,55 to 59 years,999,999
60018,P12_042N,Female,60 and 61 years,429,429
60018,P12_043N,Female,62 to 64 years,653,653
60018,P12_044N,Female,65 and 66 years,358,358
60018,P12_045N,Female,67 to 69 years,468,468
60018,P12_046N,Female,70 to 74 years,670,670
60018,P12_047N,Female,75 to 79 years,458,458
60018,P12_048N,Female,80 to 84 years,382,382
60018,P12_049N,Female,85 years and over,497,497
60022,P12_003N,Male,Under 5 years,218,218
60022,P12_004N,Male,5 to 9 years,361,361
60022,P12_005N,Male,10 to 14 years,378,378
60022,P12_006N,Male,15 to 17 years,276,276
60022,P12_007N,Male,18 and 19 years,113,113
60022,P12_008N,Male,20 years,58,58
60022,P12_009N,Male,21 years,61,61
60022,P12_010N,Male,22 to 24 years,115,115
60022,P12_011N,Male,25 to 29 years,91,91
60022,P12_012N,Male,30 to 34 years,90,90
60022,P12_013N,Male,35 to 39 years,164,164
60022,P12_014N,Male,40 to 44 years,264,264
60022,P12_015N,Male,45 to 49 years,296,296
60022,P12_016N,Male,50 to 54 years,365,365
60022,P12_017N,Male,55 to 59 years,319,319
60022,P12_018N,Male,60 and 61 years,115,115
60022,P12_019N,Male,62 to 64 years,169,169
60022,P12_020N,Male,65 and 66 years,103,103
60022,P12_021N,Male,67 to 69 years,139,139
60022,P12_022N,Male,70 to 74 years,201,201
60022,P12_023N,Male,75 to 79 years,135,135
60022,P12_024N,Male,80 to 84 years,69,69
60022,P12_025N,Male,85 years and over,66,66
60022,P12_027N,Female,Under 5 years,225,225
60022,P12_028N,Female,5 to 9 years,325,325
60022,P12_029N,Female,10 to 14 years,345,345
60022,P12_030N,Female,15 to 17 years,257,257
60022,P12_031N,Female,18 and 19 years,113,113
60022,P12_032N,Female,20 years,58,58
60022,P12_033N,Female,21 years,57,57
60022,P12_034N,Female,22 to 24 years,130,130
60022,P12_035N,Female,25 to 29 years,69,69
60022,P12_036N,Female,30 to 34 years,95,95
60022,P12_037N,Female,35 to 39 years,235,235
60022,P12_038N,Female,40 to 44 years,285,285
60022,P12_039N,Female,45 to 49 years,329,329
60022,P12_040N,Female,50 to 54 years,380,380
60022,P12_041N,Female,55 to 59 years,371,371
60022,P12_042N,Female,60 and 61 years,105,105
60022,P12_043N,Female,62 to 64 years,179,179
60022,P12_044N,Female,65 and 66 years,106,106
60022,P12_045N,Female,67 to 69 years,137,137
60022,P12_046N,Female,70 to 74 years,216,216
60022,P12_047N,Female,75 to 79 years,135,135
60022,P12_048N,Female,80 to 84 years,89,89
60022,P12_049N,Female,85 years and over,75,75
60025,P12_003N,Male,Under 5 years,1045,1045
60025,P12_004N,Male,5 to 9 years,1321,1321
60025,P12_005N,Male,10 to 14 years,1487,1487
60025,P12_006N,Male,15 to 17 years,993,993
60025,P12_007N,Male,18 and 19 years,465,465
60025,P12_008N,Male,20 years,220,220
60025,P12_009N,Male,21 years,231,231
60025,P12_010N,Male,22 to 24 years,603,603
60025,P12_011N,Male,25 to 29 years,890,890
60025,P12_012N,Male,30 to 34 years,830,830
60025,P12_013N,Male,35 to 39 years,1064,1064
60025,P12_014N,Male,40 to 44 years,1273,1273
60025,P12_015N,Male,45 to 49 years,1416,1416
60025,P12_016N,Male,50 to 54 years,1353,1353
60025,P12_017N,Male,55 to 59 years,1411,1411
60025,P12_018N,Male,60 and 61 years,600,600
60025,P12_019N,Male,62 to 64 years,776,776
60025,P12_020N,Male,65 and 66 years,533,533
60025,P12_021N,Male,67 to 69 years,701,701
60025,P12_022N,Male,70 to 74 years,1004,1004
60025,P12_023N,Male,75 to 79 years,610,610
60025,P12_024N,Male,80 to 84 years,493,493
60025,P12_025N,Male,85 years and over,452,452
60025,P12_027N,Female,Under 5 years,998,998
60025,P12_028N,Female,5 to 9 years,1207,1207
60025,P12_029N,Female,10 to 14 years,1500,1500
60025,P12_030N,Female,15 to 17 years,979,979
60025,P12_031N,Female,18 and 19 years,474,474
60025,P12_032N,Female,20 years,227,227
60025,P12_033N,Female,21 years,231,231
60025,P12_034N,Female,22 to 24 years,531,531
60025,P12_035N,Female,25 to 29 years,709,709
60025,P12_036N,Female,30 to 34 years,892,892
60025,P12_037N,Female,35 to 39 years,1223,1223
60025,P12_038N,Female,40 to 44 years,1414,1414
60025,P12_039N,Female,45 to 49 years,1501,1501
60025,P12_040N,Female,50 to 54 years,1555,1555
60025,P12_041N,Female,55 to 59 years,1633,1633
60025,P12_042N,Female,60 and 61 years,640,640
60025,P12_043N,Female,62 to 64 years,957,957
60025,P12_044N,Female,65 and 66 years,598,598
60025,P12_045N,Female,67 to 69 years,789,789
60025,P12_046N,Female,70 to 74 years,1180,1180
60025,P12_047N,Female,75 to 79 years,865,865
60025,P12_048N,Female,80 to 84 years,611,611
60025,P12_049N,Female,85 years and over,771,771
60026,P12_003N,Male,Under 5 years,341,341
60026,P12_004N,Male,5 to 9 years,398,398
60026,P12_005N,Male,10 to 14 years,497,497
60026,P12_006N,Male,15 to 17 years,367,367
60026,P12_007N,Male,18 and 19 years,178,178
60026,P12_008N,Male,20 years,71,71
60026,P12_009N,Male,21 years,64,64
60026,P12_010N,Male,22 to 24 years,155,155
60026,P12_011N,Male,25 to 29 years,209,209
60026,P12_012N,Male,30 to 34 years,239,239
60026,P12_013N,Male,35 to 39 years,333,333
60026,P12_014N,Male,40 to 44 years,379,379
60026,P12_015N,Male,45 to 49 years,447,447
60026,P12_016N,Male,50 to 54 years,527,527
60026,P12_017N,Male,55 to 59 years,481,481
60026,P12_018N,Male,60 and 61 years,160,160
60026,P12_019N,Male,62 to 64 years,278,278
60026,P12_020N,Male,65 and 66 years,174,174
60026,P12_021N,Male,67 to 69 years,256,256
60026,P12_022N,Male,70 to 74 years,419,419
60026,P12_023N,Male,75 to 79 years,301,301
60026,P12_024N,Male,80 to 84 years,232,232
60026,P12_025N,Male,85 years and over,279,279
60026,P12_027N,Female,Under 5 years,302,302
60026,P12_028N,Female,5 to 9 years,416,416
60026,P12_029N,Female,10 to 14 years,418,418
60026,P12_030N,Female,15 to 17 years,340,340
60026,P12_031N,Female,18 and 19 years,161,161
60026,P12_032N,Female,20 years,60,60
60026,P12_033N,Female,21 years,57,57
60026,P12_034N,Female,22 to 24 years,198,198
60026,P12_035N,Female,25 to 29 years,259,259
60026,P12_036N,Female,30 to 34 years,256,256
60026,P12_037N,Female,35 to 39 years,402,402
60026,P12_038N,Female,40 to 44 years,434,434
60026,P12_039N,Female,45 to 49 years,478,478
60026,P12_040N,Female,50 to 54 years,526,526
60026,P12_041N,Female,55 to 59 years,522,522
60026,P12_042N,Female,60 and 61 years,231,231
60026,P12_043N,Female,62 to 64 years,353,353
60026,P12_044N,Female,65 and 66 years,198,198
60026,P12_045N,Female,67 to 69 years,311,311
60026,P12_046N,Female,70 to 74 years,474,474
60026,P12_047N,Female,75 to 79 years,347,347
60026,P12_048N,Female,80 to 84 years,368,368
60026,P12_049N,Female,85 years and over,622,622
60029,P12_003N,Male,Under 5 years,8,8
60029,P12_004N,Male,5 to 9 years,22,22
60029,P12_005N,Male,10 to 14 years,25,25
60029,P12_006N,Male,15 to 17 years,21,21
60029,P12_007N,Male,18 and 19 years,12,12
60029,P12_008N,Male,20 years,5,5
60029,P12_009N,Male,21 years,4,4
60029,P12_010N,Male,22 to 24 years,6,6
60029,P12_011N,Male,25 to 29 years,6,6
60029,P12_012N,Male,30 to 34 years,5,5
60029,P12_013N,Male,35 to 39 years,13,13
60029,P12_014N,Male,40 to 44 years,21,21
60029,P12_015N,Male,45 to 49 years,15,15
60029,P12_016N,Male,50 to 54 years,29,29
60029,P12_017N,Male,55 to 59 years,15,15
60029,P12_018N,Male,60 and 61 years,11,11
60029,P12_019N,Male,62 to 64 years,4,4
60029,P12_020N,Male,65 and 66 years,11,11
60029,P12_021N,Male,67 to 69 years,9,9
60029,P12_022N,Male,70 to 74 years,8,8
60029,P12_023N,Male,75 to 79 years,8,8
60029,P12_024N,Male,80 to 84 years,6,6
60029,P12_025N,Male,85 years and over,4,4
60029,P12_027N,Female,Under 5 years,12,12
60029,P12_028N,Female,5 to 9 years,12,12
60029,P12_029N,Female,10 to 14 years,23,23
60029,P12_030N,Female,15 to 17 years,15,15
60029,P12_031N,Female,18 and 19 years,6,6
60029,P12_032N,Female,20 years,3,3
60029,P12_033N,Female,21 years,2,2
60029,P12_034N,Female,22 to 24 years,6,6
60029,P12_035N,Female,25 to 29 years,4,4
60029,P12_036N,Female,30 to 34 years,12,12
60029,P12_037N,Female,35 to 39 years,7,7
60029,P12_038N,Female,40 to 44 years,13,13
60029,P12_039N,Female,45 to 49 years,29,29
60029,P12_040N,Female,50 to 54 years,22,22
60029,P12_041N,Female,55 to 59 years,15,15
60029,P12_042N,Female,60 and 61 years,13,13
60029,P12_043N,Female,62 to 64 years,10,10
60029,P12_044N,Female,65 and 66 years,7,7
60029,P12_045N,Female,67 to 69 years,4,4
60029,P12_046N,Female,70 to 74 years,5,5
60029,P12_047N,Female,75 to 79 years,9,9
60029,P12_048N,Female,80 to 84 years,8,8
60029,P12_049N,Female,85 years and over,9,9
60657,P12_003N,Male,Under 5 years,1687,1687
60657,P12_004N,Male,5 to 9 years,1130,1130
60657,P12_005N,Male,10 to 14 years,818,818
60657,P12_006N,Male,15 to 17 years,403,403
60657,P12_007N,Male,18 and 19 years,193,193
60657,P12_008N,Male,20 years,207,207
60657,P12_009N,Male,21 years,302,302
60657,P12_010N,Male,22 to 24 years,3333,3333
60657,P12_011N,Male,25 to 29 years,7650,7650
60657,P12_012N,Male,30 to 34 years,5610,5610
60657,P12_013N,Male,35 to 39 years,3720,3720
60657,P12_014N,Male,40 to 44 years,2167,2167
60657,P12_015N,Male,45 to 49 years,1711,1711
60657,P12_016N,Male,50 to 54 years,1654,1654
60657,P12_017N,Male,55 to 59 years,1465,1465
60657,P12_018N,Male,60 and 61 years,429,429
60657,P12_019N,Male,62 to 64 years,604,604
60657,P12_020N,Male,65 and 66 years,357,357
60657,P12_021N,Male,67 to 69 years,525,525
60657,P12_022N,Male,70 to 74 years,802,802
60657,P12_023N,Male,75 to 79 years,514,514
60657,P12_024N,Male,80 to 84 years,318,318
60657,P12_025N,Male,85 years and over,303,303
60657,P12_027N,Female,Under 5 years,1745,1745
60657,P12_028N,Female,5 to 9 years,1139,1139
60657,P12_029N,Female,10 to 14 years,861,861
60657,P12_030N,Female,15 to 17 years,410,410
60657,P12_031N,Female,18 and 19 years,230,230
60657,P12_032N,Female,20 years,230,230
60657,P12_033N,Female,21 years,409,409
60657,P12_034N,Female,22 to 24 years,4338,4338
60657,P12_035N,Female,25 to 29 years,8318,8318
60657,P12_036N,Female,30 to 34 years,5277,5277
60657,P12_037N,Female,35 to 39 years,3172,3172
60657,P12_038N,Female,40 to 44 years,1939,1939
60657,P12_039N,Female,45 to 49 years,1451,1451
60657,P12_040N,Female,50 to 54 years,1273,1273
60657,P12_041N,Female,55 to 59 years,1151,1151
60657,P12_042N,Female,60 and 61 years,414,414
60657,P12_043N,Female,62 to 64 years,582,582
60657,P12_044N,Female,65 and 66 years,378,378
60657,P12_045N,Female,67 to 69 years,556,556
60657,P12_046N,Female,70 to 74 years,914,914
60657,P12_047N,Female,75 to 79 years,644,644
60657,P12_048N,Female,80 to 84 years,445,445
60657,P12_049N,Female,85 years and over,538,538
60654,P12_003N,Male,Under 5 years,334,334
60654,P12_004N,Male,5 to 9 years,153,153
60654,P12_005N,Male,10 to 14 years,105,105
60654,P12_006N,Male,15 to 17 years,51,51
60654,P12_007N,Male,18 and 19 years,44,44
60654,P12_008N,Male,20 years,51,51
60654,P12_009N,Male,21 years,36,36
60654,P12_010N,Male,22 to 24 years,674,674
60654,P12_011N,Male,25 to 29 years,3055,3055
60654,P12_012N,Male,30 to 34 years,2767,2767
60654,P12_013N,Male,35 to 39 years,1443,1443
60654,P12_014N,Male,40 to 44 years,721,721
60654,P12_015N,Male,45 to 49 years,530,530
60654,P12_016N,Male,50 to 54 years,507,507
60654,P12_017N,Male,55 to 59 years,575,575
60654,P12_018N,Male,60 and 61 years,234,234
60654,P12_019N,Male,62 to 64 years,266,266
60654,P12_020N,Male,65 and 66 years,139,139
60654,P12_021N,Male,67 to 69 years,182,182
60654,P12_022N,Male,70 to 74 years,182,182
60654,P12_023N,Male,75 to 79 years,90,90
60654,P12_024N,Male,80 to 84 years,67,67
60654,P12_025N,Male,85 years and over,52,52
60654,P12_027N,Female,Under 5 years,327,327
60654,P12_028N,Female,5 to 9 years,150,150
60654,P12_029N,Female,10 to 14 years,89,89
60654,P12_030N,Female,15 to 17 years,51,51
60654,P12_031N,Female,18 and 19 years,25,25
60654,P12_032N,Female,20 years,38,38
60654,P12_033N,Female,21 years,75,75
60654,P12_034N,Female,22 to 24 years,718,718
60654,P12_035N,Female,25 to 29 years,3139,3139
60654,P12_036N,Female,30 to 34 years,2513,2513
60654,P12_037N,Female,35 to 39 years,1331,1331
60654,P12_038N,Female,40 to 44 years,735,735
60654,P12_039N,Female,45 to 49 years,455,455
60654,P12_040N,Female,50 to 54 years,433,433
60654,P12_041N,Female,55 to 59 years,476,476
60654,P12_042N,Female,60 and 61 years,165,165
60654,P12_043N,Female,62 to 64 years,230,230
60654,P12_044N,Female,65 and 66 years,112,112
60654,P12_045N,Female,67 to 69 years,164,164
60654,P12_046N,Female,70 to 74 years,207,207
60654,P12_047N,Female,75 to 79 years,103,103
60654,P12_048N,Female,80 to 84 years,42,42
